Date,WMT,TGT,COST,XOM,CVX,COP,JPM,WFC,BAC,V,MA,JNJ,MRK,PFE,DAL,UAL,AAL,LMT,RTX,NOC,CAT,DE,CMI,PG,UL,AMGN,GILD,BIIB,ALL,TRV,PGR,SP500 benchmar
04/01/2010 00:00:00,40.17,34.47,43.85,41.68,46.85,25.06,30.28,19.37,13.08,20.06,23.96,43.96,22.43,11.03,9.97,12.80,4.50,50.44,32.89,38.77,40.93,42.91,34.30,40.93,20.39,42.89,16.56,53.64,22.59,36.12,11.36,1132.99
05/01/2010 00:00:00,39.77,34.60,43.72,41.84,47.18,25.08,30.87,19.90,13.51,19.83,23.89,43.45,22.52,10.87,10.75,13.91,5.01,50.97,32.39,38.84,41.42,42.75,35.11,40.94,19.94,42.52,16.54,53.38,22.97,35.27,11.33,1136.52
06/01/2010 00:00:00,39.68,35.26,44.29,42.20,47.19,25.27,31.04,19.93,13.66,19.56,23.85,43.81,22.82,10.83,10.76,13.27,4.80,50.22,32.22,38.99,41.55,42.63,35.43,40.74,19.84,42.20,17.12,53.43,22.97,34.76,11.21,1137.14
07/01/2010 00:00:00,39.70,35.69,44.07,42.07,47.01,25.16,31.65,20.66,14.11,19.74,23.70,43.49,22.86,10.79,11.27,13.55,4.94,48.84,32.36,39.39,41.72,42.94,37.23,40.52,19.70,41.81,17.16,52.99,23.09,35.27,11.06,1141.69
08/01/2010 00:00:00,39.50,35.55,43.76,41.90,47.09,25.38,31.57,20.46,13.99,19.80,23.71,43.64,22.85,10.88,11.08,13.33,4.85,49.63,32.43,39.17,42.19,44.11,39.22,40.47,19.79,42.18,17.03,54.08,23.19,35.21,11.16,1144.98
11/01/2010 00:00:00,40.15,35.63,43.81,42.37,47.93,25.53,31.47,20.42,14.11,19.74,23.32,43.65,22.94,10.97,11.36,13.11,4.75,49.87,33.13,39.21,44.84,45.89,40.19,40.31,19.82,42.37,17.17,53.90,23.19,35.20,10.88,1146.98
12/01/2010 00:00:00,40.54,35.03,43.57,42.16,47.65,24.99,30.73,19.91,13.64,19.65,23.30,43.88,22.76,10.93,11.14,12.69,4.79,49.86,32.94,39.25,43.51,43.93,38.99,40.77,19.94,41.63,17.19,53.25,23.17,35.42,10.90,1136.22
13/01/2010 00:00:00,40.74,35.03,43.85,41.99,47.29,25.15,31.27,20.27,13.86,19.83,23.91,44.16,23.59,11.19,11.41,13.95,5.17,50.46,33.31,40.43,43.58,44.62,38.57,41.19,20.05,42.00,17.40,54.08,23.37,35.55,11.17,1145.68
14/01/2010 00:00:00,40.15,35.57,43.34,42.00,47.14,25.25,31.58,20.56,14.02,19.90,24.31,44.25,24.24,11.29,11.70,13.93,5.27,50.44,33.43,40.44,43.33,44.66,38.65,41.23,20.20,41.73,17.38,54.36,23.51,35.74,11.19,1148.46
15/01/2010 00:00:00,39.76,35.62,43.40,41.65,46.95,25.27,30.87,19.91,13.56,19.60,24.52,43.88,23.92,11.35,11.32,13.25,5.19,50.38,33.05,39.98,42.32,43.12,37.80,40.72,20.02,41.80,17.41,54.18,22.97,35.38,10.98,1136.03
19/01/2010 00:00:00,40.02,36.35,43.51,41.75,47.22,25.60,30.58,20.05,13.61,19.99,24.71,44.42,24.62,11.65,11.57,13.26,5.32,51.40,33.19,40.19,42.89,44.13,38.69,41.33,20.51,42.76,17.70,55.23,23.32,35.85,11.16,1150.23
20/01/2010 00:00:00,39.89,36.01,43.01,41.00,46.31,25.29,30.67,19.73,13.75,19.89,24.59,44.28,24.87,11.62,11.91,13.55,5.41,51.27,32.79,39.75,42.07,42.95,37.61,40.77,20.30,42.50,17.61,54.72,23.20,35.48,11.09,1138.04
21/01/2010 00:00:00,39.19,35.66,42.46,40.20,45.18,24.90,28.65,19.85,12.90,19.22,24.13,43.48,24.29,11.21,11.94,13.13,5.15,50.53,32.20,38.65,40.02,42.44,36.15,40.36,19.93,42.08,17.51,53.21,22.91,35.50,10.95,1116.48
22/01/2010 00:00:00,39.21,35.77,42.13,39.84,44.20,24.12,27.67,19.33,12.42,18.82,23.50,42.96,23.56,11.04,11.80,13.21,4.94,49.61,31.71,37.94,38.19,40.58,34.91,40.67,19.63,42.06,17.62,53.06,22.27,35.03,10.64,1091.76
25/01/2010 00:00:00,39.17,36.05,42.48,39.69,44.18,24.19,27.71,19.61,12.49,18.67,23.56,42.97,23.49,10.98,11.84,12.88,4.92,50.38,31.49,37.98,38.81,41.10,34.81,40.89,19.71,41.40,17.48,52.67,22.55,35.45,10.73,1096.78
26/01/2010 00:00:00,39.71,36.94,42.76,39.73,43.94,24.04,27.16,19.14,12.31,18.46,23.21,42.68,23.38,10.94,11.68,12.79,4.76,50.40,31.43,38.21,39.31,40.88,34.56,40.93,19.61,42.04,17.16,53.00,22.50,36.43,10.69,1092.17
27/01/2010 00:00:00,39.55,36.89,42.46,39.50,43.68,23.74,27.79,20.00,12.66,19.09,23.93,43.12,23.42,11.07,11.69,12.83,4.58,50.63,31.04,38.69,37.62,40.10,33.91,41.01,19.62,42.90,18.37,53.58,22.50,36.91,10.79,1097.50
28/01/2010 00:00:00,38.97,36.86,42.33,39.15,43.40,23.04,27.90,20.17,12.81,18.81,23.28,43.36,23.01,10.85,11.24,12.63,4.85,49.98,30.93,38.63,36.50,39.12,33.29,41.60,19.54,43.16,18.17,53.27,22.25,36.45,10.66,1084.53
29/01/2010 00:00:00,39.57,36.40,42.39,38.83,42.74,22.88,27.52,20.16,12.66,18.67,23.33,42.73,23.14,10.87,10.86,12.23,5.01,48.91,30.98,38.60,36.77,38.23,33.00,41.51,19.37,43.45,18.46,53.74,22.24,36.74,10.55,1073.87
01/02/2010 00:00:00,39.61,36.28,42.75,39.89,43.60,23.39,28.00,20.51,12.86,19.04,23.66,42.88,23.21,10.95,11.22,12.75,5.28,49.16,31.01,39.50,37.27,39.30,34.30,41.81,19.39,43.63,18.28,53.91,22.25,36.76,10.66,1089.19
02/02/2010 00:00:00,39.62,36.08,43.38,40.36,44.12,23.90,28.65,20.41,13.01,19.12,23.57,43.49,23.96,11.21,11.46,13.72,5.62,50.25,31.23,39.68,37.69,40.15,37.33,42.42,19.81,44.01,18.57,54.94,22.68,37.05,10.77,1103.32
03/02/2010 00:00:00,40.19,35.93,43.12,40.14,43.39,23.83,28.47,19.99,12.95,19.00,23.11,43.25,23.47,10.95,11.03,13.36,5.34,50.34,31.33,39.90,37.58,39.68,37.88,42.25,19.60,43.89,18.18,54.60,22.16,36.67,10.67,1097.28
04/02/2010 00:00:00,39.23,34.84,43.20,39.01,42.29,22.95,27.10,19.22,12.30,18.90,20.73,42.58,22.48,10.60,10.18,12.36,5.18,49.89,30.48,39.48,36.18,38.17,36.61,41.41,18.65,42.75,17.77,53.10,21.32,36.06,10.34,1063.11
05/02/2010 00:00:00,39.59,35.00,43.24,39.06,42.18,22.87,27.06,19.48,12.51,18.79,20.60,42.58,22.26,10.56,10.04,12.78,5.55,49.70,30.53,39.32,36.43,38.13,36.89,41.34,18.31,42.86,17.74,53.53,21.48,36.46,10.51,1066.19
08/02/2010 00:00:00,39.20,34.64,42.92,39.04,41.56,22.58,26.64,18.77,12.07,18.90,21.13,42.39,22.18,10.49,9.99,13.07,5.59,48.92,30.03,39.53,35.74,37.48,36.62,41.14,18.31,42.70,17.62,52.84,21.07,35.57,10.31,1056.74
09/02/2010 00:00:00,39.44,34.89,43.37,39.55,42.26,23.11,27.13,18.97,12.06,18.95,20.86,42.66,22.10,10.51,11.01,15.36,6.07,49.53,30.54,40.61,37.68,38.52,38.18,41.65,18.51,42.51,17.70,54.09,21.35,35.95,10.42,1070.52
10/02/2010 00:00:00,39.43,34.76,43.79,39.34,41.93,23.00,27.47,19.31,12.23,19.06,21.18,42.64,21.94,10.43,10.29,15.36,5.95,49.30,30.59,39.92,37.41,38.31,37.99,41.59,18.59,42.24,17.58,54.39,21.25,36.03,10.50,1068.13
11/02/2010 00:00:00,39.31,34.91,44.18,39.58,42.51,23.31,27.57,19.24,12.20,19.40,21.38,42.76,22.35,10.51,10.51,15.66,5.96,50.12,30.63,40.51,39.52,40.05,40.09,41.79,18.75,41.98,17.88,55.69,21.85,36.40,10.58,1078.47
12/02/2010 00:00:00,39.18,34.54,43.89,39.31,42.48,23.20,27.52,19.09,12.05,19.32,21.05,42.63,22.38,10.47,10.88,15.95,6.42,49.61,30.16,40.16,39.56,40.65,40.16,41.65,18.79,41.97,17.98,55.21,21.94,36.59,10.63,1075.51
16/02/2010 00:00:00,39.67,35.57,44.92,40.21,43.67,23.79,28.32,19.46,12.64,19.57,21.03,43.24,22.82,10.42,11.09,15.68,6.49,49.91,30.45,40.62,40.21,41.16,41.73,42.37,18.90,42.35,17.92,55.12,22.68,37.43,10.86,1094.87
17/02/2010 00:00:00,40.04,36.05,45.20,39.89,43.58,23.50,28.29,19.41,13.06,19.69,20.99,43.49,22.63,10.39,11.31,15.49,6.41,50.13,31.12,40.88,40.47,43.23,41.39,42.39,18.96,42.50,18.60,56.23,22.80,37.53,10.77,1099.51
18/02/2010 00:00:00,39.60,36.15,45.14,40.01,44.05,23.53,28.56,19.42,13.24,19.82,20.72,43.86,22.60,10.43,11.15,14.98,6.34,50.76,31.47,41.95,40.69,43.83,42.14,42.75,19.11,42.55,18.91,55.98,23.22,38.25,10.91,1106.75
19/02/2010 00:00:00,39.62,36.14,45.27,39.96,44.30,23.54,28.29,19.44,13.24,19.78,20.78,43.70,22.72,10.58,11.27,15.33,6.53,50.68,31.66,41.74,41.00,43.84,42.46,42.79,19.24,42.64,18.68,56.61,23.20,38.35,10.91,1109.17
22/02/2010 00:00:00,39.87,36.08,45.01,39.67,43.65,23.45,28.87,19.90,13.51,19.81,20.93,43.48,22.50,10.55,11.31,15.53,6.62,50.50,31.60,42.06,40.85,43.40,41.91,42.77,19.16,42.43,18.31,55.67,23.34,38.46,10.94,1108.01
23/02/2010 00:00:00,39.71,35.67,44.80,39.40,43.10,23.04,28.18,19.38,13.29,19.63,20.72,43.36,22.13,10.39,11.23,15.58,6.68,50.48,31.32,41.76,39.88,42.93,40.78,42.63,19.08,41.89,18.11,55.25,23.17,37.97,10.87,1094.60
24/02/2010 00:00:00,39.94,36.33,45.06,39.77,43.28,23.28,28.87,19.65,13.61,19.51,20.70,43.46,22.38,10.47,11.33,15.67,6.76,50.91,31.71,42.07,40.09,43.00,41.01,43.09,19.20,42.16,18.19,55.29,23.24,38.28,10.96,1105.24
25/02/2010 00:00:00,40.11,36.30,45.46,39.52,43.14,23.26,28.72,19.49,13.80,19.42,20.67,43.34,22.16,10.40,11.25,15.66,6.67,50.95,31.73,41.97,39.98,43.60,41.07,42.96,18.98,41.80,18.13,54.89,23.26,38.25,10.97,1102.94
26/02/2010 00:00:00,40.05,36.71,45.14,39.43,43.26,23.11,29.66,19.42,13.89,19.43,20.94,43.15,22.35,10.32,11.48,17.15,6.91,51.46,31.72,42.07,40.16,43.86,41.62,42.68,18.86,42.06,18.21,55.01,23.22,38.14,10.91,1104.49
01/03/2010 00:00:00,39.92,37.22,45.65,39.67,43.56,23.55,29.56,19.43,13.93,19.78,21.72,43.42,22.59,10.44,11.70,18.03,7.25,52.19,32.18,43.27,40.72,44.62,43.22,42.83,18.95,42.28,18.17,56.78,23.46,38.49,11.00,1115.71
02/03/2010 00:00:00,39.69,36.81,45.45,39.73,43.87,23.93,29.41,19.80,13.72,19.70,21.64,43.45,22.66,10.35,11.35,17.87,7.24,52.42,32.23,43.20,40.93,44.56,43.42,42.97,19.05,42.26,18.18,57.31,23.79,38.64,10.96,1118.31
03/03/2010 00:00:00,39.74,36.82,44.93,39.69,43.75,23.78,29.35,20.03,13.66,19.78,21.67,43.42,22.55,10.18,11.49,18.25,7.04,52.18,32.16,42.80,41.23,44.90,43.38,42.86,19.23,42.28,18.19,56.79,23.77,38.52,10.84,1118.79
04/03/2010 00:00:00,39.97,37.72,45.02,39.67,43.72,23.76,29.62,20.19,13.68,19.83,21.75,43.54,22.51,10.19,11.35,18.06,6.90,52.46,32.52,43.32,41.14,44.78,43.78,42.94,19.21,42.18,18.00,56.66,23.73,38.83,10.89,1122.97
05/03/2010 00:00:00,40.10,38.11,44.93,40.32,44.45,24.27,30.25,20.71,13.93,20.17,22.36,43.86,22.72,10.28,11.28,18.23,7.00,53.78,32.92,44.10,41.69,45.57,44.49,42.95,19.41,42.53,18.21,57.21,23.88,39.12,11.02,1138.70
08/03/2010 00:00:00,40.11,38.10,44.92,40.33,44.66,24.43,30.10,20.52,13.96,20.65,22.93,43.97,22.64,10.20,11.14,17.52,6.90,53.66,32.70,44.06,41.47,45.31,44.00,42.61,19.23,42.81,17.98,57.67,23.77,39.25,10.93,1138.50
09/03/2010 00:00:00,40.04,37.66,44.52,40.51,44.45,24.48,29.98,20.59,14.01,20.54,23.01,44.02,22.45,10.13,11.38,18.16,7.27,54.41,33.17,43.95,41.66,45.37,44.81,42.69,19.17,42.92,18.14,57.84,23.68,39.09,10.91,1140.45
10/03/2010 00:00:00,39.94,37.50,44.31,40.78,44.25,24.78,30.34,21.00,14.27,20.86,23.30,44.03,22.22,10.08,11.81,18.98,7.49,54.65,33.17,44.33,41.38,44.77,44.15,42.49,19.12,42.93,18.08,58.71,23.63,38.59,10.86,1145.61
11/03/2010 00:00:00,40.20,37.62,44.35,40.78,44.27,24.70,30.51,21.14,14.28,21.13,23.35,43.98,22.59,10.17,11.54,19.17,7.39,54.95,33.29,44.47,41.46,44.19,43.57,42.60,19.07,42.72,18.01,58.78,23.76,39.12,10.89,1150.24
12/03/2010 00:00:00,40.15,37.82,44.55,40.52,44.11,24.88,30.49,21.05,14.06,21.25,23.33,43.96,22.76,10.04,11.40,19.68,7.49,54.99,33.05,43.95,42.49,44.88,44.25,42.70,19.14,42.67,18.13,58.76,23.53,38.79,10.87,1149.99
15/03/2010 00:00:00,41.28,38.09,44.83,40.22,44.02,24.87,30.44,21.23,14.06,21.06,23.34,44.22,23.12,10.15,11.25,19.88,7.45,55.67,33.19,44.16,41.86,44.49,44.14,42.96,18.94,42.27,18.17,58.90,23.13,38.47,11.05,1150.51
16/03/2010 00:00:00,41.70,38.07,45.10,40.38,44.26,25.12,30.56,21.51,14.21,20.89,23.27,44.20,23.23,10.15,11.53,20.18,7.33,56.00,33.45,44.38,41.85,45.10,44.49,42.84,19.12,42.67,18.15,59.73,23.19,38.56,11.05,1159.46
17/03/2010 00:00:00,41.65,37.89,45.41,40.86,44.67,25.51,30.94,21.70,14.41,20.85,23.21,44.28,23.32,10.12,11.49,19.49,7.16,56.16,33.36,44.57,42.39,45.61,44.11,43.17,19.13,42.67,18.04,59.36,23.38,38.66,11.38,1166.21
18/03/2010 00:00:00,41.67,37.79,45.36,40.88,44.73,25.38,30.84,21.52,14.25,20.54,22.99,44.56,23.55,10.13,11.64,19.53,7.07,56.87,33.50,44.67,42.07,45.35,43.49,42.98,19.07,43.33,18.13,59.20,23.46,38.95,11.37,1165.83
19/03/2010 00:00:00,41.22,37.97,44.96,40.67,44.86,25.22,30.70,21.58,14.03,20.25,22.81,44.59,23.31,9.94,11.17,18.53,6.69,57.51,33.84,45.01,41.79,45.15,42.63,43.05,18.85,44.58,18.31,59.63,23.37,39.01,11.52,1159.90
22/03/2010 00:00:00,41.43,38.39,45.08,40.63,44.55,25.09,30.91,21.60,14.15,20.34,23.06,44.59,23.45,10.08,11.61,19.43,6.85,56.72,33.55,44.60,42.20,45.94,43.94,43.08,18.81,44.65,18.41,59.82,23.24,38.96,11.61,1165.81
23/03/2010 00:00:00,41.63,38.39,44.99,40.61,44.73,25.28,31.50,22.08,14.29,20.50,22.92,44.76,23.58,10.31,11.93,19.53,6.97,56.11,33.77,44.77,43.93,47.43,45.70,43.52,18.61,44.63,18.26,59.84,23.51,39.33,11.78,1174.17
24/03/2010 00:00:00,41.40,38.02,44.48,40.34,44.23,25.29,31.76,21.92,14.66,20.22,22.84,44.35,23.28,10.35,12.27,19.60,6.99,55.51,33.75,44.60,43.68,46.30,45.31,42.90,18.37,43.89,18.08,58.85,23.42,39.44,11.76,1167.72
25/03/2010 00:00:00,41.42,38.08,44.46,40.22,44.15,24.81,31.76,22.06,14.80,20.60,22.97,44.22,23.14,10.23,12.61,19.66,6.95,55.28,33.86,44.62,43.74,46.08,45.12,42.90,18.36,44.03,17.57,58.27,23.60,39.46,11.83,1165.73
26/03/2010 00:00:00,41.34,38.74,44.52,40.37,44.53,24.57,31.81,22.18,14.93,20.57,22.98,44.09,22.92,10.08,12.88,19.91,6.88,55.75,34.02,45.00,43.95,46.35,45.71,42.95,18.10,44.14,17.34,58.15,24.08,39.66,12.26,1166.59
29/03/2010 00:00:00,41.52,38.44,44.53,40.83,45.01,24.63,31.70,22.09,15.05,20.56,23.15,44.39,23.20,10.16,13.01,19.99,6.90,56.13,34.19,45.17,44.68,47.18,46.24,42.98,18.21,44.52,17.54,58.42,24.12,39.96,12.25,1173.22
30/03/2010 00:00:00,41.64,38.29,44.55,40.68,45.05,24.68,31.50,21.91,14.82,20.74,23.56,44.45,23.06,10.15,12.99,19.71,6.81,55.65,34.25,45.13,44.46,46.99,45.56,42.93,18.55,44.65,17.44,57.71,23.97,39.35,12.15,1173.27
31/03/2010 00:00:00,41.41,37.47,44.21,40.63,45.37,24.64,31.62,22.11,14.89,20.74,23.71,44.65,22.87,10.08,12.96,19.55,6.93,55.07,34.01,45.03,44.24,45.72,45.41,42.67,18.76,44.46,17.39,57.39,24.16,39.36,12.15,1169.43
01/04/2010 00:00:00,41.33,37.85,44.53,41.02,45.88,25.05,31.96,22.28,15.05,21.09,23.70,45.05,23.09,10.04,13.05,19.51,6.98,55.51,34.25,45.50,45.04,45.94,45.70,42.73,19.35,45.18,17.45,57.52,24.29,39.34,12.23,1178.10
05/04/2010 00:00:00,41.33,38.30,45.03,41.37,46.46,25.65,32.07,22.38,15.12,21.07,23.86,44.79,22.90,9.94,12.81,19.35,6.72,55.48,34.59,45.61,45.75,46.63,48.11,43.00,19.23,44.90,17.53,57.53,24.40,38.91,12.29,1187.44
06/04/2010 00:00:00,41.36,38.54,45.71,41.19,46.59,25.66,32.43,22.93,15.42,21.06,24.15,44.73,22.81,9.97,13.02,19.47,6.67,54.61,34.50,45.14,45.96,46.66,47.73,42.56,19.18,44.80,17.40,57.50,24.39,38.37,12.30,1189.44
07/04/2010 00:00:00,41.17,38.48,45.70,40.85,46.29,25.48,32.06,22.72,15.53,20.67,23.88,44.67,22.53,10.04,12.59,18.95,6.43,54.39,34.19,44.79,45.38,46.45,47.43,42.15,19.23,44.84,17.38,57.27,24.50,38.31,12.38,1182.45
08/04/2010 00:00:00,41.25,39.64,45.15,41.17,46.46,25.97,32.37,22.89,15.56,20.85,23.99,44.47,22.52,10.08,13.15,20.23,7.12,54.39,34.05,44.71,45.39,46.62,47.67,42.19,19.22,44.97,17.52,56.43,24.75,38.13,12.32,1186.44
09/04/2010 00:00:00,41.02,39.66,45.32,41.71,47.56,26.64,32.53,22.94,15.51,21.08,24.18,44.61,22.64,10.14,12.95,20.50,6.90,54.79,34.19,45.43,45.94,47.43,48.43,42.30,19.34,45.25,17.51,56.52,24.65,38.23,12.34,1194.37
12/04/2010 00:00:00,40.98,39.88,44.68,41.68,48.12,26.94,32.64,23.03,15.57,21.24,24.24,44.59,22.57,10.17,13.26,21.47,7.18,54.87,34.08,45.48,46.97,47.71,47.74,42.28,19.37,44.86,17.54,56.00,24.70,37.96,12.32,1196.48
13/04/2010 00:00:00,40.76,40.23,44.34,41.65,47.99,26.80,32.45,22.84,15.57,21.15,24.14,44.98,22.47,10.10,12.76,21.48,7.06,54.66,33.94,45.76,46.59,47.32,48.42,42.49,19.42,45.09,17.72,55.07,24.72,38.10,12.39,1197.30
14/04/2010 00:00:00,40.70,40.42,44.14,41.62,48.21,27.39,33.77,23.64,16.18,21.48,24.58,44.85,22.17,10.04,12.78,22.36,7.00,54.67,34.19,45.91,47.36,47.50,49.64,42.61,19.48,45.43,17.61,54.96,25.67,38.61,13.12,1210.65
15/04/2010 00:00:00,40.32,40.32,43.71,41.41,48.81,27.47,33.82,23.80,16.25,21.52,24.53,44.87,22.07,9.99,12.78,23.54,6.99,55.07,34.47,45.89,48.02,47.49,49.12,42.49,19.31,45.06,17.33,54.41,25.65,38.58,13.19,1211.67
16/04/2010 00:00:00,40.30,39.89,43.82,41.21,48.31,26.99,32.22,23.13,15.36,21.39,24.24,44.53,21.87,9.88,12.32,22.83,6.74,54.92,34.05,45.30,47.08,46.53,48.31,42.39,19.16,45.12,17.48,53.64,25.31,38.04,12.95,1192.13
19/04/2010 00:00:00,40.51,39.95,44.03,41.39,48.65,27.27,32.11,23.46,15.34,21.22,24.03,45.22,21.98,9.87,11.71,21.66,6.50,55.72,34.08,45.61,47.15,46.50,48.33,42.64,19.03,45.38,17.49,54.79,25.56,38.81,13.19,1197.52
20/04/2010 00:00:00,40.61,40.00,44.05,41.84,49.09,27.64,32.46,23.93,15.52,21.43,24.41,45.20,22.08,9.85,11.69,21.78,6.73,56.23,34.28,46.31,47.51,46.29,49.14,42.61,19.06,44.72,17.23,53.91,26.49,38.79,13.22,1207.17
21/04/2010 00:00:00,40.57,40.56,44.06,41.81,49.01,27.55,32.08,23.45,15.25,21.22,24.34,44.78,21.27,9.76,11.17,21.43,6.37,57.08,35.55,46.95,47.69,46.52,48.92,42.91,19.26,43.62,15.59,52.72,26.09,38.53,12.94,1205.94
22/04/2010 00:00:00,40.59,41.04,44.59,41.59,48.58,27.44,31.65,23.85,15.47,21.68,24.43,44.37,20.68,9.69,10.98,21.71,6.10,57.36,35.32,47.38,47.82,46.88,49.89,42.88,19.43,43.22,15.52,52.03,26.30,39.25,13.18,1208.67
23/04/2010 00:00:00,40.61,41.28,44.57,42.00,49.46,27.97,31.79,23.78,15.37,22.01,24.96,44.55,21.72,9.94,11.56,22.99,6.25,57.52,35.33,47.38,48.72,47.52,51.14,42.85,19.50,43.75,15.93,52.59,26.31,38.95,13.27,1217.28
26/04/2010 00:00:00,40.25,41.36,44.48,42.03,49.41,28.07,31.05,23.24,15.06,21.88,24.82,44.35,21.43,9.89,11.50,22.36,6.11,56.97,35.30,47.34,50.75,47.84,51.54,43.12,19.59,43.42,15.51,52.25,26.02,37.88,13.11,1212.05
27/04/2010 00:00:00,40.25,40.37,43.81,41.42,48.00,27.71,30.00,22.53,14.57,21.18,23.80,44.02,21.12,9.68,10.85,20.51,5.97,55.92,34.34,46.14,48.54,45.62,53.07,42.56,19.01,42.98,15.44,52.10,24.88,36.87,12.69,1183.71
28/04/2010 00:00:00,39.93,40.33,43.57,41.97,48.23,28.19,30.75,23.05,14.83,21.33,23.63,44.26,21.16,9.72,10.82,21.75,6.90,56.22,34.50,47.16,48.85,45.82,54.10,42.93,18.76,43.23,15.56,52.12,25.25,37.30,12.81,1191.36
29/04/2010 00:00:00,40.00,40.86,43.94,41.65,49.23,28.46,31.13,23.60,15.27,21.15,23.85,44.52,21.59,9.91,10.76,21.47,6.91,57.16,35.13,47.65,50.11,46.61,55.56,42.27,19.50,43.54,15.45,53.31,24.88,37.52,12.97,1206.78
30/04/2010 00:00:00,39.95,40.52,43.74,41.11,48.72,28.50,30.12,23.52,14.87,20.56,23.17,44.04,21.46,9.83,10.73,21.60,6.67,56.18,34.63,46.58,48.23,46.00,52.95,42.24,19.29,42.58,15.18,53.29,24.43,37.02,12.78,1186.69
03/05/2010 00:00:00,40.03,40.60,43.91,41.15,49.56,28.75,30.79,24.07,15.07,20.34,23.42,44.74,21.60,9.94,11.18,22.11,6.97,57.41,35.25,47.55,49.54,47.15,53.69,42.60,19.34,42.79,15.20,53.60,24.70,37.36,12.97,1202.26
04/05/2010 00:00:00,40.24,39.60,44.34,40.32,48.32,27.93,30.04,23.40,14.65,20.14,23.47,44.31,21.93,10.15,10.45,19.77,6.47,56.52,34.27,45.78,47.24,44.92,51.79,41.94,18.86,42.23,14.73,52.30,23.99,36.48,12.72,1173.60
05/05/2010 00:00:00,40.79,39.94,44.84,40.14,47.98,27.33,30.16,23.23,14.62,19.70,22.22,44.61,21.80,10.21,10.95,19.78,6.53,56.14,34.00,45.93,46.72,44.22,51.61,42.24,18.67,42.06,15.38,52.70,24.44,36.93,12.88,1165.87
06/05/2010 00:00:00,39.65,39.20,43.11,38.76,46.19,26.53,28.87,22.18,13.58,18.90,21.51,43.42,20.99,9.95,10.41,17.97,6.02,54.83,32.92,44.34,44.98,43.36,49.29,41.28,17.92,40.68,14.98,50.70,23.97,36.34,12.60,1128.15
07/05/2010 00:00:00,39.03,38.69,42.58,38.64,46.13,26.33,28.83,21.93,13.50,18.75,20.84,43.36,20.51,9.78,10.39,17.89,6.01,53.78,32.09,43.15,43.99,43.36,47.87,40.99,17.43,40.47,14.67,50.39,23.78,35.94,12.44,1110.88
10/05/2010 00:00:00,39.16,40.37,42.73,39.57,47.80,27.29,29.68,23.46,14.43,19.60,21.51,44.35,20.97,10.10,10.93,19.43,6.55,55.34,33.75,44.56,47.24,45.70,52.87,42.42,18.29,41.30,14.68,51.13,24.91,36.55,13.01,1159.73
11/05/2010 00:00:00,39.07,40.10,43.05,39.37,47.68,27.58,29.39,23.41,14.31,19.18,20.85,44.29,20.52,10.11,11.01,19.55,6.44,54.99,33.79,44.56,46.80,45.72,52.60,42.39,18.30,41.56,15.01,51.38,24.49,36.32,12.94,1155.79
12/05/2010 00:00:00,39.32,40.70,43.00,39.64,47.90,27.77,29.49,23.95,14.24,19.55,21.73,44.45,20.60,10.04,12.04,20.37,6.88,55.20,34.00,45.15,48.27,47.02,55.04,42.83,18.31,42.06,15.35,52.04,24.76,36.62,13.20,1171.67
13/05/2010 00:00:00,39.26,39.23,42.85,39.54,47.22,27.42,28.87,23.53,14.07,19.57,21.70,44.29,20.40,9.84,11.77,20.11,6.83,54.50,33.86,44.62,47.39,46.05,54.27,42.64,18.14,41.52,15.09,51.40,24.34,36.61,13.11,1157.44
14/05/2010 00:00:00,39.05,39.31,42.90,38.84,46.56,26.89,28.22,22.79,13.63,17.63,19.84,43.81,20.14,9.63,12.20,19.85,6.68,53.46,33.27,43.46,45.95,44.88,52.45,42.50,17.86,40.64,14.45,50.13,23.83,36.57,12.92,1135.68
17/05/2010 00:00:00,39.50,39.93,43.35,38.64,46.94,26.57,28.18,22.74,13.64,17.05,19.69,43.75,20.07,9.57,12.38,19.95,6.77,53.81,33.01,43.72,45.18,44.56,52.24,43.07,17.77,40.73,14.62,50.57,23.92,36.57,13.09,1136.94
18/05/2010 00:00:00,40.24,38.75,42.93,38.35,46.41,26.32,27.60,21.76,13.31,16.00,18.94,43.13,19.81,9.39,12.05,19.37,6.60,53.60,32.85,43.16,44.76,43.95,51.27,42.96,17.43,40.62,14.64,50.70,23.46,36.36,12.95,1120.80
19/05/2010 00:00:00,39.73,38.61,42.92,38.14,46.26,25.96,27.86,21.40,13.61,16.65,18.91,42.61,19.98,9.40,12.11,18.84,6.98,53.27,32.23,42.76,43.52,45.27,50.32,42.96,17.65,41.06,14.91,50.46,23.46,36.58,12.90,1115.05
20/05/2010 00:00:00,38.43,37.72,42.04,36.85,44.44,24.78,26.76,20.41,12.76,16.62,19.19,41.47,19.49,9.05,11.47,17.71,6.45,51.32,30.87,41.22,41.56,43.58,46.81,41.87,17.32,39.34,14.14,49.25,22.48,35.33,12.32,1071.59
21/05/2010 00:00:00,38.48,38.84,42.67,37.18,44.98,25.04,28.33,21.42,13.34,16.93,19.97,41.70,19.62,9.15,11.85,18.53,6.80,53.71,30.88,41.98,42.56,45.16,48.40,42.03,17.40,38.97,13.98,48.98,22.83,35.92,12.60,1087.69
