Date,WMT,TGT,COST,XOM,CVX,COP,JPM,WFC,BAC,V,MA,JNJ,MRK,PFE,DAL,UAL,AAL,LMT,RTX,NOC,CAT,DE,CMI,PG,UL,AMGN,GILD,BIIB,ALL,TRV,PGR,SP500 benchmar
29/09/2016 00:00:00,62.22,56.85,130.16,62.99,76.77,35.74,54.29,36.80,13.24,78.40,96.71,98.75,48.35,24.88,35.89,51.14,34.53,204.33,54.47,192.89,73.63,75.47,103.94,73.17,37.82,136.70,61.26,305.78,59.56,97.96,25.92,2151.13
30/09/2016 00:00:00,63.44,57.65,134.59,63.59,78.02,35.58,55.07,36.73,13.67,79.14,97.82,99.47,48.74,25.29,36.20,52.47,35.29,202.13,54.76,193.20,74.72,76.81,107.19,74.43,38.09,137.82,62.25,313.03,60.02,98.55,26.13,2168.27
03/10/2016 00:00:00,63.35,57.65,133.27,63.42,77.66,35.55,55.01,36.36,13.65,79.30,97.93,100.04,48.82,25.15,36.77,53.25,36.34,202.85,55.21,194.24,74.31,76.81,106.95,73.53,38.22,138.26,61.39,311.59,59.35,97.22,25.83,2161.20
04/10/2016 00:00:00,63.12,57.63,132.80,62.84,76.77,35.09,55.48,36.29,13.80,79.17,97.30,100.05,48.78,25.18,36.92,53.73,36.27,199.92,54.67,192.19,73.66,76.23,106.49,73.27,38.37,138.44,60.77,311.48,58.86,96.63,25.61,2150.49
05/10/2016 00:00:00,63.05,56.86,132.36,63.39,77.50,35.94,56.39,37.32,14.07,79.77,98.61,100.36,49.04,25.31,37.08,53.82,36.50,199.49,55.11,191.87,75.27,76.61,108.95,73.69,37.74,138.18,61.03,309.70,58.84,97.30,25.90,2159.73
06/10/2016 00:00:00,61.02,57.43,131.91,63.42,77.46,36.44,56.54,37.48,14.17,79.78,99.13,99.99,48.93,25.12,36.73,53.98,36.79,197.91,55.02,193.44,75.16,76.76,109.15,73.99,37.57,137.90,59.96,305.99,58.80,97.37,25.74,2160.77
07/10/2016 00:00:00,60.43,57.96,132.37,63.20,77.53,36.19,56.74,37.60,14.09,79.32,98.47,100.41,49.02,25.06,35.82,52.82,36.37,196.91,54.21,194.54,74.47,77.67,107.43,74.64,37.28,138.39,59.20,305.59,59.37,98.53,26.08,2153.74
10/10/2016 00:00:00,59.80,57.80,132.63,64.44,78.82,36.33,57.18,37.87,14.24,79.55,98.86,100.88,49.90,25.09,36.58,54.20,37.49,196.70,53.89,195.61,74.26,78.74,107.21,73.86,37.21,139.06,59.39,304.59,59.43,99.06,26.05,2163.66
11/10/2016 00:00:00,59.28,57.41,133.27,63.93,78.11,35.47,56.90,37.70,14.07,78.51,97.60,99.06,48.36,24.74,35.81,53.52,36.82,195.49,53.24,194.35,73.63,78.34,106.95,73.43,36.82,135.77,58.08,298.30,59.17,98.08,25.81,2136.73
12/10/2016 00:00:00,59.34,56.97,132.78,63.48,77.44,35.58,56.75,37.59,14.00,78.71,97.61,99.34,48.15,24.69,36.12,52.88,36.03,195.70,53.32,195.82,73.72,78.24,106.87,73.45,36.29,135.40,57.46,291.88,59.90,99.24,26.27,2139.18
13/10/2016 00:00:00,60.02,56.99,132.57,63.07,76.40,34.70,56.43,37.12,13.83,78.35,96.93,99.58,48.82,24.46,36.80,53.69,37.82,196.45,53.82,197.19,73.21,77.70,105.50,73.18,35.02,135.74,57.48,294.41,59.95,98.99,26.94,2132.55
14/10/2016 00:00:00,60.21,57.18,132.51,63.05,76.62,34.30,56.25,37.09,13.98,78.91,97.15,98.99,48.53,24.39,36.82,53.20,37.25,196.10,53.99,197.69,73.79,77.76,105.19,73.34,34.55,133.77,57.24,290.50,60.16,99.00,27.15,2132.98
17/10/2016 00:00:00,60.01,56.44,131.23,63.05,76.84,33.84,55.95,36.91,14.02,78.62,97.12,99.77,48.04,24.27,36.19,53.03,37.19,196.27,53.74,197.89,73.47,77.82,105.23,72.84,34.25,134.36,57.15,291.67,60.16,98.92,26.92,2126.50
18/10/2016 00:00:00,60.58,56.55,131.59,63.22,77.16,33.47,56.40,37.29,14.21,78.07,97.97,97.18,48.49,24.41,36.29,53.68,37.93,196.28,53.89,198.16,73.42,77.95,106.27,72.53,34.44,134.51,57.76,295.05,60.12,99.09,26.61,2139.60
19/10/2016 00:00:00,60.60,56.69,131.89,63.51,77.53,34.35,56.94,37.54,14.39,79.25,98.93,96.49,48.32,24.34,37.61,55.44,39.16,195.89,53.77,197.00,74.07,77.90,107.32,71.49,34.12,133.09,57.70,295.14,60.24,99.99,26.74,2144.29
20/10/2016 00:00:00,60.46,56.84,132.41,63.54,77.22,34.16,56.86,37.27,14.47,78.95,98.76,96.73,48.35,24.30,38.13,56.57,39.12,195.47,53.52,196.28,73.56,77.50,106.21,70.98,34.37,133.44,58.46,299.66,59.20,94.22,26.55,2141.34
21/10/2016 00:00:00,60.12,57.28,131.47,63.11,76.79,34.20,57.05,37.40,14.56,78.81,99.05,95.52,47.79,24.03,37.86,55.60,38.46,194.37,53.18,194.93,73.31,77.78,105.93,70.48,34.18,130.97,58.45,290.65,58.61,93.21,26.44,2141.16
24/10/2016 00:00:00,60.87,57.30,134.25,63.32,76.31,34.77,57.37,37.76,14.65,79.59,99.38,95.67,47.44,23.99,38.05,55.04,38.39,195.75,53.64,195.47,73.02,78.03,105.97,70.29,34.09,131.17,58.34,290.78,58.76,93.83,26.51,2151.33
25/10/2016 00:00:00,61.02,57.04,133.25,63.18,76.39,34.42,57.31,37.92,14.61,78.50,99.08,95.96,48.38,24.10,37.90,54.63,38.26,210.17,54.63,198.24,71.74,77.87,105.03,72.68,34.00,130.46,58.54,286.00,58.66,93.80,26.43,2143.16
26/10/2016 00:00:00,61.22,57.58,133.24,63.45,76.71,34.41,57.59,38.28,14.74,78.24,99.40,96.47,47.53,24.19,38.07,53.98,37.90,210.87,54.44,205.93,71.44,78.33,105.83,73.04,33.85,131.36,59.31,296.46,58.95,93.62,26.53,2139.43
27/10/2016 00:00:00,61.43,56.76,133.14,63.33,75.75,36.22,57.67,38.50,14.77,78.40,99.77,97.43,47.86,24.25,38.14,54.42,38.47,209.55,53.94,203.49,70.49,78.30,105.61,72.36,33.83,132.67,59.66,290.89,58.65,92.93,26.25,2133.04
28/10/2016 00:00:00,61.57,57.78,132.17,61.77,78.70,37.02,57.57,38.35,14.57,78.68,102.95,97.11,45.95,23.84,38.02,55.11,38.61,209.11,54.89,206.23,71.23,78.45,105.91,72.58,33.82,119.95,58.13,283.64,58.59,93.28,26.09,2126.41
31/10/2016 00:00:00,61.60,57.70,130.50,60.71,79.41,35.77,57.70,38.17,14.41,78.96,103.06,97.67,45.86,23.68,38.41,56.23,39.13,207.74,55.09,206.79,70.87,79.47,106.92,72.54,33.77,116.63,57.93,280.18,58.91,93.07,26.14,2126.15
01/11/2016 00:00:00,60.96,56.90,129.43,60.95,80.72,35.84,57.45,38.15,14.51,78.11,101.08,97.12,46.31,23.20,38.52,56.00,38.36,206.56,54.98,206.27,69.84,79.28,102.29,72.58,34.15,116.30,58.27,282.56,58.32,91.40,25.94,2111.72
02/11/2016 00:00:00,61.09,57.30,129.48,60.80,79.89,35.59,57.21,37.84,14.40,77.12,100.16,96.72,45.95,22.87,38.56,56.14,38.28,206.67,54.73,206.49,68.88,79.34,101.81,72.49,34.06,114.60,57.05,277.26,58.43,90.87,25.81,2097.94
03/11/2016 00:00:00,61.25,55.97,127.87,60.95,79.89,35.89,56.96,37.92,14.40,77.18,99.94,96.86,45.63,22.32,38.55,55.94,38.05,201.27,54.47,203.67,69.01,79.47,101.84,72.38,33.72,111.72,56.46,273.49,59.08,90.95,26.00,2088.66
04/11/2016 00:00:00,60.84,55.85,125.92,60.89,79.43,35.20,56.45,37.30,14.46,76.90,99.22,96.93,45.93,22.40,39.44,57.23,38.40,199.23,54.62,203.39,69.89,79.25,103.98,71.11,33.45,111.87,56.98,277.00,57.89,90.05,25.80,2085.18
07/11/2016 00:00:00,61.38,56.69,127.07,62.26,81.00,36.16,58.21,37.97,14.86,78.96,102.04,98.23,46.89,22.68,40.66,58.53,40.09,201.75,55.54,207.75,71.12,80.10,109.02,72.34,33.83,115.02,58.22,295.62,58.01,90.64,26.09,2131.52
08/11/2016 00:00:00,61.39,56.29,129.32,62.71,81.33,36.49,58.34,38.09,14.85,79.32,101.79,98.56,47.25,22.62,41.14,59.31,40.30,201.68,55.72,207.58,71.91,80.09,109.46,73.09,34.04,114.39,58.25,295.60,58.64,92.92,26.53,2139.56
09/11/2016 00:00:00,62.55,57.76,129.94,63.40,81.60,37.65,61.02,40.14,15.70,79.66,102.26,101.31,50.12,24.22,41.81,60.13,40.98,213.71,56.49,218.80,77.44,81.10,114.47,71.82,33.47,120.98,61.74,319.86,59.15,92.00,26.61,2163.26
10/11/2016 00:00:00,62.80,59.21,129.86,63.99,81.71,36.87,63.85,43.18,16.39,78.35,100.64,100.66,50.73,25.25,42.45,59.94,40.88,216.92,58.43,221.39,79.35,81.63,115.27,69.33,32.52,125.23,61.24,324.40,60.26,94.31,27.37,2167.48
11/11/2016 00:00:00,62.66,59.89,132.22,62.97,80.84,36.17,63.89,43.27,16.62,78.36,100.75,99.76,49.94,24.58,42.85,60.25,41.48,218.53,58.68,223.50,78.98,81.99,114.59,69.85,32.29,123.14,60.12,319.18,60.42,94.88,27.55,2164.45
14/11/2016 00:00:00,62.01,61.10,134.56,62.68,80.80,36.33,66.23,44.51,17.54,75.01,97.40,98.18,49.61,24.42,43.86,62.94,41.94,225.33,58.14,226.77,79.97,82.46,112.70,69.37,31.85,121.80,60.38,321.49,61.34,96.51,27.70,2164.20
15/11/2016 00:00:00,62.83,60.48,133.80,63.82,82.60,37.28,66.11,43.99,17.61,75.19,98.69,97.95,49.71,24.30,44.02,66.06,43.25,224.23,58.04,223.45,80.19,82.12,115.25,69.88,32.14,122.33,60.07,322.58,61.86,96.23,27.65,2180.39
16/11/2016 00:00:00,62.80,64.36,134.68,63.03,82.96,36.54,64.48,43.23,17.25,76.80,100.16,97.98,48.91,24.10,43.77,65.50,42.95,222.05,58.01,221.59,79.27,82.12,114.49,69.53,31.73,122.47,59.79,317.65,61.36,95.80,27.01,2176.94
17/11/2016 00:00:00,60.87,64.45,133.85,62.65,82.78,35.90,64.99,43.90,17.54,77.75,100.59,98.16,48.96,23.93,44.82,67.86,44.29,221.99,57.87,220.93,78.79,82.59,114.14,69.43,31.69,122.58,59.46,319.30,62.28,95.65,27.31,2187.12
18/11/2016 00:00:00,60.29,64.50,133.10,62.68,83.61,36.85,64.73,44.18,17.47,77.51,100.91,97.81,48.32,23.74,45.18,68.29,44.70,221.83,57.76,221.65,78.41,82.76,113.80,68.53,31.42,120.81,58.71,317.00,62.49,96.20,27.32,2181.90
21/11/2016 00:00:00,61.02,64.77,133.82,63.57,84.36,38.17,65.02,43.59,17.76,78.34,102.02,97.51,48.65,23.81,44.91,68.99,44.53,222.11,57.95,222.40,78.89,83.07,115.32,69.07,31.74,121.07,58.99,318.32,62.63,96.22,27.32,2198.18
22/11/2016 00:00:00,61.68,65.92,135.15,63.71,84.70,37.93,65.42,43.68,17.73,76.65,102.01,95.59,48.18,23.63,45.18,69.50,44.53,223.15,58.00,224.01,79.50,82.81,117.44,69.17,31.76,120.06,58.58,318.11,62.79,96.70,27.59,2202.94
23/11/2016 00:00:00,62.31,66.44,134.20,63.89,84.99,38.12,65.69,43.63,17.96,76.31,100.69,95.87,48.14,23.69,45.47,69.88,44.78,222.94,58.63,223.58,81.67,91.95,118.66,69.10,31.68,120.64,59.24,305.93,62.82,97.28,27.70,2204.72
25/11/2016 00:00:00,62.66,66.55,134.45,64.04,84.99,37.66,65.67,44.01,18.22,76.85,101.82,96.77,48.58,23.90,45.49,70.09,45.24,224.22,58.99,224.47,81.36,93.53,119.07,69.75,32.30,120.97,59.35,305.20,62.80,97.60,27.75,2213.35
28/11/2016 00:00:00,62.63,65.80,133.89,63.56,84.60,37.46,65.24,43.14,17.73,75.84,99.54,95.92,48.26,23.78,44.80,69.25,44.93,224.23,58.82,224.81,80.59,91.53,116.57,69.43,31.97,120.67,58.64,303.78,62.79,97.91,27.72,2201.72
29/11/2016 00:00:00,62.78,66.38,134.10,63.14,83.72,36.41,65.74,43.38,17.73,75.91,99.98,95.37,48.57,24.07,44.89,69.72,45.31,226.32,59.03,227.38,79.86,90.31,116.49,69.27,32.00,121.45,58.90,302.77,60.69,97.82,27.85,2204.66
30/11/2016 00:00:00,61.96,65.39,132.88,64.17,85.42,39.94,66.78,44.26,18.52,74.15,98.42,94.37,47.78,24.24,44.51,68.95,44.88,225.19,58.42,225.44,81.15,90.18,119.49,68.92,32.40,119.84,57.98,294.07,60.94,97.52,27.62,2198.81
01/12/2016 00:00:00,62.17,65.88,134.33,64.13,86.74,39.70,68.13,45.45,18.85,72.34,96.48,94.44,47.45,23.72,44.14,68.47,44.21,226.17,58.29,225.73,81.72,92.43,120.20,68.41,31.74,118.44,57.31,295.78,61.32,99.29,27.89,2191.08
02/12/2016 00:00:00,62.35,65.98,134.64,63.98,86.52,39.61,67.98,44.81,18.62,72.62,97.36,94.93,47.74,23.85,44.63,69.27,44.55,227.21,58.69,227.36,80.79,91.35,120.47,68.87,32.14,119.79,56.98,297.19,61.55,99.50,27.82,2191.95
05/12/2016 00:00:00,61.53,65.17,134.35,64.30,86.71,40.24,69.36,45.46,19.15,74.14,99.72,94.91,47.05,23.82,44.18,68.26,44.18,226.62,58.26,224.30,80.20,91.16,120.40,69.36,32.53,120.86,56.93,290.22,61.33,99.68,27.64,2204.71
06/12/2016 00:00:00,61.90,64.99,133.68,64.36,86.33,41.08,69.72,46.46,19.43,73.95,98.23,95.01,47.07,23.80,45.67,70.97,44.87,225.83,58.26,224.61,80.86,92.27,120.23,69.29,32.16,120.71,57.02,291.16,61.84,100.51,27.74,2212.23
07/12/2016 00:00:00,62.55,65.16,136.19,64.74,87.62,41.08,70.03,47.91,19.79,76.06,101.36,94.20,46.90,23.52,47.21,72.43,47.01,226.15,59.48,223.98,82.65,92.57,123.43,70.35,32.30,117.44,57.26,285.30,62.45,102.09,28.09,2241.35
08/12/2016 00:00:00,62.32,65.90,139.50,64.92,88.18,40.98,70.91,47.92,20.12,76.03,100.94,94.11,46.95,23.33,47.44,72.74,46.43,220.10,58.80,215.44,81.75,93.53,121.17,69.78,31.72,116.95,56.66,289.54,62.47,102.43,28.24,2246.19
09/12/2016 00:00:00,62.09,65.52,141.37,65.42,88.67,41.80,71.22,47.79,20.25,75.90,100.55,95.18,47.82,23.90,47.84,75.17,47.97,220.34,59.54,216.09,81.12,93.26,119.88,70.51,32.30,119.32,57.20,287.77,63.17,103.13,28.43,2259.53
12/12/2016 00:00:00,63.50,64.97,141.93,66.87,89.70,42.30,70.58,46.65,19.83,75.28,99.46,97.81,48.20,24.43,46.17,73.24,45.99,214.89,59.87,210.32,80.74,92.18,119.93,71.15,32.35,121.25,57.80,286.49,63.47,104.62,28.64,2256.96
13/12/2016 00:00:00,63.61,65.75,141.43,68.05,89.90,43.34,70.61,46.70,19.83,75.95,99.50,98.26,48.62,24.76,45.88,72.55,46.23,213.68,59.82,209.86,81.54,91.19,120.20,71.19,33.05,123.42,59.26,287.38,63.57,105.07,28.54,2271.72
14/12/2016 00:00:00,63.21,65.35,140.74,66.58,88.78,42.39,70.58,45.75,19.88,75.89,99.46,97.50,48.63,24.75,46.03,72.94,46.31,214.20,59.26,210.35,79.60,90.49,117.03,70.51,32.62,123.68,59.95,286.25,63.29,104.15,29.11,2253.28
15/12/2016 00:00:00,62.98,65.17,141.74,66.81,89.62,42.59,71.64,46.16,20.31,76.24,100.49,98.26,49.08,24.70,46.66,74.79,46.67,212.80,58.64,210.25,80.27,91.26,117.01,70.77,32.07,125.10,59.82,286.97,64.10,104.18,29.42,2262.03
16/12/2016 00:00:00,62.89,64.97,142.00,67.02,90.41,42.76,70.76,46.29,19.87,75.14,99.61,98.25,49.13,24.76,46.34,74.42,46.03,212.31,58.85,209.99,78.62,91.58,114.07,70.77,32.17,124.25,58.67,286.40,64.60,105.22,29.63,2258.07
19/12/2016 00:00:00,63.42,65.22,144.70,66.46,90.08,42.79,71.17,46.19,19.71,74.90,99.71,98.37,48.11,24.76,46.58,74.48,46.94,214.10,60.10,211.65,78.73,92.02,115.80,70.80,32.51,122.89,58.91,278.77,64.82,105.35,29.60,2262.53
20/12/2016 00:00:00,63.63,65.74,145.05,66.47,90.31,42.44,72.08,46.92,19.91,75.15,100.68,98.06,47.61,24.77,46.90,76.05,47.56,215.41,60.01,213.10,80.11,93.27,116.30,70.68,32.71,122.46,58.63,285.59,64.92,105.94,29.64,2270.76
21/12/2016 00:00:00,63.12,65.30,144.33,66.36,90.28,42.38,72.27,46.60,19.84,74.94,100.32,97.77,46.77,24.43,47.05,75.72,47.80,214.39,59.92,211.30,79.67,92.78,116.89,70.44,32.59,121.59,58.56,283.11,64.88,106.06,29.64,2265.18
22/12/2016 00:00:00,61.66,62.43,143.47,66.79,90.94,42.43,72.38,46.63,19.76,74.71,100.45,97.88,46.88,24.39,46.01,74.19,47.05,214.62,59.91,211.82,79.92,92.78,116.50,70.60,32.79,121.75,58.04,283.07,64.92,105.67,29.54,2260.96
23/12/2016 00:00:00,61.61,62.22,143.48,66.68,90.67,42.29,72.52,46.81,19.82,74.95,100.84,98.32,46.87,24.49,46.09,74.79,46.85,211.90,60.01,211.15,80.09,92.81,116.50,71.00,32.79,122.74,58.31,287.53,65.01,105.67,29.53,2263.79
27/12/2016 00:00:00,61.75,62.39,143.45,66.71,90.51,42.48,72.58,46.80,19.83,75.14,100.93,98.28,47.05,24.53,46.53,74.67,46.97,212.98,60.19,211.38,80.29,93.51,116.37,70.70,32.83,123.41,58.38,291.12,64.95,105.55,29.64,2268.88
28/12/2016 00:00:00,61.41,61.66,142.53,66.37,90.28,41.80,72.06,46.27,19.58,75.09,99.85,97.59,46.64,24.39,45.74,73.53,46.07,211.89,59.76,210.21,79.10,93.61,115.00,70.26,32.63,122.83,57.62,289.25,64.81,105.63,29.42,2249.92
29/12/2016 00:00:00,61.36,61.48,142.64,66.41,90.21,41.61,71.55,45.87,19.29,75.12,99.93,97.92,46.46,24.50,45.56,73.28,45.66,212.75,59.95,210.83,79.22,93.43,114.97,70.49,32.83,122.93,57.11,287.03,64.75,105.81,29.45,2249.26
30/12/2016 00:00:00,61.24,61.15,141.74,66.34,90.12,41.28,71.88,46.09,19.38,74.82,99.43,97.68,46.33,24.49,45.45,72.88,45.12,212.20,59.45,210.78,78.75,93.27,115.18,70.27,32.98,121.62,56.70,283.58,64.61,105.93,29.45,2238.83
03/01/2017 00:00:00,60.83,61.59,141.40,66.81,90.23,41.66,72.67,46.84,19.76,76.24,101.49,98.22,47.33,24.88,45.71,72.71,44.74,215.06,60.11,212.88,79.81,94.19,117.81,70.37,32.85,125.38,58.72,291.71,64.65,104.61,29.47,2257.83
04/01/2017 00:00:00,61.19,62.49,141.43,66.07,90.21,42.05,72.80,46.88,20.12,76.87,102.46,98.06,47.32,25.10,46.84,73.02,45.13,215.63,60.14,213.20,79.46,95.79,117.68,70.62,33.14,127.16,60.48,294.05,64.82,104.05,29.74,2270.75
05/01/2017 00:00:00,61.32,61.43,144.21,65.09,89.82,41.93,72.13,46.15,19.89,77.77,103.25,99.08,47.30,25.34,45.95,70.93,44.35,217.32,60.39,213.87,78.97,95.36,116.09,71.09,33.40,127.25,60.19,293.57,64.53,102.39,29.73,2269.00
06/01/2017 00:00:00,60.48,60.48,144.14,65.05,89.46,41.77,72.14,46.04,19.89,78.84,103.99,98.61,47.43,25.25,45.90,71.37,44.65,218.91,61.04,214.54,79.01,96.40,116.91,71.06,33.17,130.41,59.77,295.00,64.63,102.34,29.89,2276.98
09/01/2017 00:00:00,60.88,60.47,142.50,63.98,88.69,40.88,72.19,45.37,19.77,78.40,103.79,98.59,48.08,25.24,45.91,71.28,45.49,218.88,60.47,213.71,78.44,95.22,115.81,70.54,33.38,132.13,60.05,299.02,63.71,101.51,29.63,2268.90
10/01/2017 00:00:00,60.45,60.47,143.11,63.16,88.02,40.88,72.40,45.68,20.12,77.98,103.57,98.49,47.15,25.22,47.05,73.66,46.85,217.48,60.34,211.26,79.68,94.95,117.62,69.78,33.13,132.06,59.39,297.79,64.28,101.39,30.13,2268.90
11/01/2017 00:00:00,60.72,60.62,143.00,63.81,88.76,42.17,72.94,45.83,20.23,78.45,104.04,97.28,48.50,24.76,47.53,75.04,47.00,216.60,60.20,209.85,80.37,95.69,118.59,69.99,33.34,130.28,58.41,287.11,64.45,101.80,30.25,2275.32
12/01/2017 00:00:00,60.22,60.32,143.29,63.46,88.94,41.29,72.24,45.58,20.10,78.04,104.91,97.18,48.95,24.58,47.02,74.00,46.48,214.47,60.10,207.67,79.81,95.20,116.77,70.07,33.68,129.23,58.09,287.77,64.22,101.02,30.03,2270.44
13/01/2017 00:00:00,59.48,59.42,143.28,63.47,89.11,41.65,72.62,46.26,20.18,77.84,104.90,97.17,49.06,24.52,47.33,74.32,46.05,216.09,59.78,208.60,80.23,95.76,117.97,70.21,33.60,129.86,57.86,284.75,64.41,101.28,30.07,2274.64
17/01/2017 00:00:00,60.62,60.06,145.01,64.21,89.03,41.29,69.98,44.98,19.33,77.93,104.61,97.40,48.38,24.18,46.50,73.74,45.18,215.74,59.64,207.07,79.46,94.45,117.08,71.21,33.72,128.77,56.94,283.01,64.37,101.64,29.84,2267.89
18/01/2017 00:00:00,60.34,56.59,145.42,63.42,88.77,41.38,70.31,45.39,19.84,78.25,104.86,97.25,48.14,24.15,46.47,74.00,46.04,215.70,59.88,208.66,79.91,95.26,117.90,71.54,33.72,129.57,57.11,283.61,64.95,102.57,30.15,2271.89
19/01/2017 00:00:00,59.91,55.36,144.91,62.28,88.49,41.05,69.78,45.65,19.76,78.38,104.73,96.83,47.47,23.90,45.92,74.02,45.67,218.21,60.05,210.61,79.95,95.06,118.80,71.35,33.68,127.93,56.67,280.35,64.69,102.09,30.18,2263.69
20/01/2017 00:00:00,59.52,54.27,145.39,63.13,88.51,41.76,70.09,46.06,19.85,78.49,106.11,96.78,49.21,23.96,46.66,75.24,46.38,218.81,60.08,210.36,80.98,96.62,119.32,73.66,33.99,128.66,56.23,280.66,64.97,102.12,30.31,2271.31
23/01/2017 00:00:00,59.05,54.05,144.30,62.46,88.35,41.11,70.12,45.37,19.78,78.78,105.80,96.58,48.64,23.72,45.06,72.75,45.36,218.60,59.84,209.98,80.88,96.97,119.23,73.25,34.28,127.04,55.97,276.02,64.63,102.14,30.23,2265.20
24/01/2017 00:00:00,59.72,54.53,144.89,62.54,89.10,41.38,70.97,45.75,20.12,79.82,106.08,94.76,48.17,23.49,45.68,73.18,45.94,214.72,60.53,210.79,82.40,97.46,122.21,74.01,34.32,126.31,55.63,273.82,64.91,101.10,30.37,2280.07
25/01/2017 00:00:00,59.26,55.03,145.30,62.73,89.76,41.73,72.06,47.36,20.49,80.46,106.34,95.64,48.06,23.60,46.37,73.59,46.30,213.09,60.18,209.21,84.04,97.82,124.61,73.42,34.50,128.18,56.94,273.24,65.71,101.82,31.33,2298.37
26/01/2017 00:00:00,59.12,54.32,145.24,62.92,89.24,41.68,72.67,47.83,20.55,79.83,105.55,94.83,48.16,23.59,47.03,75.38,47.92,216.47,59.85,205.69,83.24,97.43,124.27,72.95,32.83,127.25,56.39,278.89,66.08,102.22,31.55,2296.68
27/01/2017 00:00:00,58.17,53.93,143.46,62.85,87.12,40.69,72.82,47.33,20.48,80.34,106.00,96.13,48.59,23.69,45.92,74.42,45.37,215.22,59.49,208.29,84.76,97.75,124.00,73.05,33.28,130.73,56.43,278.21,65.89,102.19,31.52,2294.69
30/01/2017 00:00:00,58.85,54.28,144.51,62.38,85.61,39.09,72.06,46.91,20.12,80.27,105.48,95.92,48.34,23.61,44.04,71.72,43.39,214.65,59.21,207.97,82.87,96.91,123.89,73.08,33.14,128.46,56.62,276.06,65.90,101.68,31.10,2280.90
31/01/2017 00:00:00,59.13,54.59,145.13,61.66,85.25,40.14,70.89,47.11,19.85,79.32,102.61,96.02,48.78,23.93,43.65,70.47,42.76,213.38,59.48,207.61,81.90,96.90,123.89,73.79,33.31,130.33,57.37,277.24,65.56,101.91,31.05,2278.87
01/02/2017 00:00:00,58.68,53.90,143.28,60.96,84.99,39.93,71.16,47.08,20.07,79.06,101.33,96.00,48.87,24.13,43.66,71.48,42.57,213.01,58.67,207.38,81.43,96.99,124.16,73.56,33.31,132.82,57.66,281.69,65.58,100.84,31.21,2279.55
02/02/2017 00:00:00,59.10,53.91,148.85,61.34,85.91,40.08,70.86,46.95,19.92,78.93,101.46,96.29,50.50,24.17,43.77,72.14,42.53,213.92,58.77,208.31,80.29,97.25,123.32,73.93,33.35,132.74,57.21,264.23,67.46,101.78,31.33,2280.85
03/02/2017 00:00:00,58.92,53.97,149.00,61.41,86.95,41.52,73.03,48.23,20.42,82.55,102.85,96.35,50.59,24.45,44.17,73.06,42.71,216.03,59.47,209.68,79.87,97.75,123.77,73.63,33.52,139.35,57.28,264.67,67.53,101.91,31.37,2297.42
06/02/2017 00:00:00,58.83,53.69,147.86,61.24,86.50,41.24,72.68,47.62,20.27,82.31,102.86,96.15,51.10,24.55,44.59,73.50,43.77,216.75,60.02,211.00,79.52,97.82,123.36,73.62,33.34,138.56,57.32,264.91,68.06,101.82,31.27,2292.56
07/02/2017 00:00:00,59.26,53.82,148.29,60.84,85.29,40.69,72.64,47.44,20.08,82.26,102.87,96.22,50.52,24.44,44.49,71.29,43.65,217.65,60.33,211.15,79.89,98.45,124.18,74.14,33.77,138.76,57.91,266.11,68.09,101.89,31.29,2293.08
08/02/2017 00:00:00,60.08,54.83,149.49,60.44,85.43,40.83,72.00,46.85,19.88,81.60,102.99,96.15,50.61,24.48,44.44,71.70,43.54,217.97,59.87,210.64,79.55,98.13,122.77,74.41,34.32,139.85,52.92,268.74,67.98,101.94,31.23,2294.67
09/02/2017 00:00:00,61.20,56.22,151.75,60.71,85.95,41.01,73.04,47.77,20.27,82.07,103.55,96.73,50.67,24.67,45.58,72.98,44.84,219.21,59.70,212.83,80.45,98.78,126.53,74.69,34.38,139.30,51.94,270.44,68.29,102.78,31.53,2307.87
10/02/2017 00:00:00,60.26,55.65,152.67,61.21,86.56,41.50,72.87,47.88,20.24,82.38,103.52,97.71,50.48,24.64,45.51,72.60,44.99,221.20,60.23,214.11,82.46,99.79,126.89,74.10,34.13,139.65,52.55,274.76,68.75,103.60,31.82,2316.10
13/02/2017 00:00:00,60.04,55.37,152.64,61.57,87.21,41.13,73.84,48.07,20.52,82.90,104.49,98.25,50.97,24.84,46.25,73.84,45.92,222.73,60.75,216.67,84.34,100.25,128.82,74.39,34.18,140.42,53.57,278.91,69.39,103.58,31.77,2328.25
14/02/2017 00:00:00,60.83,56.09,154.12,61.43,86.98,41.50,75.02,48.82,21.10,83.29,105.07,98.66,51.67,24.95,46.07,73.74,45.10,222.91,60.51,217.16,83.99,99.62,128.07,74.01,34.05,140.75,53.49,285.14,69.56,104.04,31.64,2337.58
15/02/2017 00:00:00,60.86,56.17,155.33,61.69,87.01,40.85,75.88,49.30,21.55,84.11,105.82,99.37,51.28,25.53,47.28,75.75,46.04,223.67,61.05,218.95,84.78,98.78,128.05,76.76,34.45,143.88,55.27,292.64,70.35,104.68,32.43,2349.25
16/02/2017 00:00:00,61.02,55.70,156.00,61.05,85.55,40.01,75.83,48.94,21.55,83.99,105.48,100.12,51.35,25.61,46.96,75.67,45.49,225.26,61.14,220.71,84.13,98.82,128.25,76.48,34.78,144.15,55.67,290.13,70.43,105.38,32.62,2347.22
